מילה,מספר מופעים
כמתנה,2
החילזונות,1
הסנאט,1
אינפורמציה,1
פרנסיוקיו,1
וטסינס,2
נגינה,3
פינטו,12
והמוערך,2
בפינסטון,1
חזקים,8
לדאסן,1
לוקליר,2
גולגולת,6
הארוחות,1
והוא,226
מפגינים,4
מאפריקה,3
BOY,2
מסנגר,1
הקולג'ים,2
ומצעים,1
אופיינית,3
מצרף,5
היהדות,1
חברתו,56
מעמדו,11
באורגון,2
ממכובד,1
חופשית,6
חברתם,2
דרמת,45
כנפיו,2
כדאי,9
עורכי,11
מעמדי,1
נמוגות,1
יום-העבודה,1
קראוס,6
הסוהרסנים,2
הבוקעים,1
גלסקי,2
נמצא,111
עורכת,14
מהאלמנה,1
מסנגל,1
זדוניים,1
מצרך,1
מצרה,1
בכיסוי,1
תינקר,2
והשלום,1
שסופרה,1
אידיאלים,1
מלוכת,1
ורסאולה,2
לנדאו,12
מאזין,2
שיצרו,3
שיצרה,2
המבוקשת,1
וסיידי,2
ומדהימות,1
בני-האדם,4
המתוחכמים,1
הדברנט,2
קולבר,1
לביטול,2
לעזרתה,9
שהזוג,4
לביטוי,1
וילכו,1
ברורות,1
ברגין,4
פארסון,4
הרגליים,1
הצטרפו,5
סוברי,7
לבטל,3
המתקרבות,1
מוסר,11
ונשלח,14
ובכן,4
מוסף,2
ייאלץ,3
מוסס,2
שמוחבא,1
Seriously,1
בגרינלנד,1
ממשכורתה,1
פהיליפס,8
ואהבת,2
האודיסאה,1
ואהבה,33
המרצד,1
ה-SAT,1
רושאן,4
התערבותה,1
המרצה,4
כנופיות,36
בתגובה,3
בפנימייה,4
והסכנה,1
מוסד,5
מוסא,6
דיסקורס,2
הסובל,9
רודינה,2
סארסגארד,8
קלאוס,11
היועצת,1
הסובב,6
צנחנים,4
שהכסף,3
ובאמונתו,1
ופוטר,1
פטריק,349
מחזיר,18
וליזה,1
טאישנג,2
והאימפריה,1
גליגן,2
וליזי,1
ג’ורג’יו,1
פטריו,4
חדישה:,1
התאום,9
ומסכנות,2
דנינג,1
המתבטא,1
קלאוד,9
הטייסים,3
שמעורבים,2
הצבא,48
שצבע,2
הסיבה,8
No,3
הצבי,1
כשבתו,1
ג`ווה,1
האירועים,25
ז'ורז',3
סייראן,4
תכנים,1
מזוועות,1
קס,2
בסוכנים,1
קופתי,1
מעצבנת,2
מפוענחת,1
סטייפלטון,4
חיבור,3
פורגי,2
מתאבלת,3
תרגיע,1
חיבוק,5
קורדו,2
זיכרונות,16
לתהליכים,1
לעצמות,1
מלבד,16
בניאיר,2
התחרויות,3
המסתור,6
יומרנית,1
היפניות,1
לממונה,1
כדגם,1
הפעוט,3
שבויי,4
בפגיעה,1
שפגשה,3
שבוים,4
ממורמר,8
ולתת-מודע,1
טיפוליה,1
-גם,1
הקללה,11
מבבילון,1
שבויה,3
הנוסעים,8
הקוריאני,8
במקרה,42
קינסי,3
מארווין,1
with,1
רואנה,6
סוויפט,4
בבימוי,4
תכניתם,2
ל-GreenScorpionעל,1
במקרר,1
ריבייר,2
איציק,6
מינימום,2
באפלו,5
פטכק,2
ומשתתפים,1
פניהן,1
לצוללן,1
דק',3
לנינגרד,4
הנעלם,6
רימייק,16
שיובילו,1
Cirque,2
מסתפרות,1
הג'ונגלים,4
היפות,8
מאחוריה,6
מאחוריו,14
במסע-נדודים,1
שחווים,2
רינה,6
ממוסקבה,3
השמרניים,1
ולשים,1
בספרד,7
פוגיוארה,2
לייפרס,2
בספרו,1
שלהי,4
יסגיר,1
איריזוקי,2
הורטון,13
והיידן,1
יכול/ה,1
איסוף,7
אוסברג,2
באנינג,1
היפוך,2
איסור,1
Lady,1
לפניו:,1
ארצ'ר,5
חפרו,1
לתפקיד,16
ולבצע,4
להפגש,1
הדאגה,2
הידארי,2
הדאגן,1
שויינבלום,1
לנדיס,5
שמנוגדת,1
ליילה,13
פתאומיים,1
לפסיכיאטר,1
השרירי,2
מבולבלים,2
רקון,3
השרירן,2
מראהו,1
מציירת,3
הייסורים,2
ארצ'י,3
בשביתת,1
הפעלולים,6
לקולומביין,2
שיחרורו,1
והסוערת,1
יריבים,6
מרצם,1
העיירות,2
קוריאנקה,2
יריביו,7
טיגרדן,2
מרצה,10
מרצו,3
מרצח,3
שמסתובב,3
נכלולי,1
לאומי:,1
בנידון,1
להערת,1
ולהיפגש,1
ולאתה,2
פאסקל,4
בזוויות,1
לחגור,1
ולאתר,4
נסלח,5
לחגוג,16
צפרדעים,4
ואיינס,7
ומרינה,2
ואיינר,1
הטורקית,1
בונדרצ'וק,1
האלה,27
האלו,18
באוכלוסייה,1
האלט,2
האלי,53
חיבה,6
צפתה,1
האלם,2
ומתגוררת,1
תבין,2
תביט,2
1800,1
פאנטוגה,2
המדהים,21
גזעניים,1
נטלטון,2
תביא,3
לאנטימוס,1
תבית,2
לצורך,20
לקרל,1
וענייני,1
לקרב,29
לקרח,1
קטרינה,9
לפלוש,6
האלס,2
אגפובה,2
עזיבה,1
מפעל,9
מפעם,1
האלק,10
שהושמטו,1
מה-IMF,1
אטוסה,2
לאחרונה,23
ומשוטט,1
כאחיות,1
שפוטר,4
נושאים,7
מתקדם,9
סאטמר,1
דושקו,18
אסטרטגית,1
שתפסיד,1
בשלושה,10
מאורגן,3
שותפות,4
ונשכחת,2
היקרות,1
מוגאן,4
פרו-נאצית,1
בשבוע,7
עתידנית,4
אנשיה,1
ונשכחו,1
מנגנו,1
אנשים,222
כמוקד,1
גורדן,56
הפעלה,1
ואשלי,1
בלגן,5
ומסתבכת,3
איטליה,7
קוסונוקי,2
פירורי,1
מערבון,18
Charlie,2
לנגר,2
הצלחת,5
פתיינית,1
חמקן,2
לוחש,1
דוזיך,2
המלווה,3
טענה,1
חמקו,1
ומכור,2
ומכוש,1
בדעתו,25
בדעתה,6
בפוגשו,1
לאמול,2
לאמון,1
בהוואי,7
בבונקר,2
סיסל,1
סיוטיים,1
זארה,2
למוצאו,1
אטומי,2
הצלחה,20
ושנפתח,1
לנגה,2
מאליו,2
יואנג,2
סהגט,6
לנגן,7
לזרוק,8
וויאירה,2
הפרציסקנית,1
קיוביט,2
לפעול,10
והסופרת,2
משפץ,1
משפע,1
בהשראת,16
שמחזמר,1
שכוחותיה,1
לצולול,1
מעודדת,4
להתרגל,8
שארקנדו,2
ופוגשים,6
והצטרפו,1
גרזי,8
כהתרחשויות,1
וצמאי,2
וכתב,1
מתמדת,4
זארינה,3
תבחר,1
פביאם,2
האהובות:,1
שהגרוע,2
כנימפומנית,1
לאריזה,2
ובסוף,2
מיכאי,2
לעלילותיו,2
לדאבונו,1
החומה,7
ששרדה,2
ששרדו,5
עקובות,1
ארוחות,2
הפרטנר,1
ויגו,17
מפנה,6
באסלר,3
וזוכה,17
לזמן,12
למונית,1
גסזטסי,2
פיידן,1
מפני,54
תבחן,1
כשטחית,1
בעשותו,1
באקמן,1
מהמשחקים,1
כשעשרים,1
פארנויה,1
מוסטרום,2
מתפרצות,1
כ-40,1
מיסטרי,7
תרוטר,2
אכזרים,2
גנבה,2
בחזות,1
ה2000,1
שהוגלה,2
בכלום,1
הרטיגן,1
הלמאט,2
האוטו,3
משועממים,3
דאסן,1
ג'ייס,1
והמשעשע,1
ג'ייק,33
התגלמות,5
הפקתם,1
הנוכל,2
ג'ייל,1
הפסיבית-אגרסיבית,1
שבמרכזה,6
שבמרכזו,9
סאבלה,2
אלוירה,1
בוואשינגטון,1
גנבת,3
במעלליו,1
ששורדים,1
רונריקו,4
מהראש,1
תחנתו,1
אכזרית,10
בראונסטון,2
להתבלבל,1
האמביציוזית,1
טיקוור,1
ברחוב,24
המסורתיים,1
בארסנל,1
כמתופף,2
ושינויים,2
גרביו,2
ראויים,1
ייעוץ,1
ההשפלה,4
החמור,4
גרדנר,8
לאחיו,6
לאחיה,3
האקל,2
לפרברי,2
וארבעתם,1
האקט,8
לפרברו,1
ומאיר,1
לאנג'ליק,1
הניידים,1
לזוז,2
שמתגורר,3
לזוג,10
יינתן,1
שורדים,6
ומרחק,1
טייגרס,1
פאלוס,2
משתתפי,1
במסיבה,4
פקסון,1
ומפוחדים,4
סוחרים,1
להתפרסם,1
יריד,2
מצויינים,1
זואגיאן,2
אגדשלו,8
והסבל,1
שלוותו,1
כנוס,1
דייבי,4
מדליין,12
המרגשים,2
כנות,2
בנאדיה,1
גאייר,4
ציבורי,8
בחוויותיו,1
ההתנגדות,5
הופשניידר,4
עסיסית,2
מתלבט,3
עמדה,7
ומעיפה,1
והמעודן,1
משתי,1
לאופן,3
לקנסטר,1
וסמים,2
חסידו,1
תקשורת,9
יפוטרו,1
הימצאו,2
הסוער,5
חסידי,1
אוסייג,2
תת-קרקעי,6
וסמית,1
התולעת,6
פאסאנטה,2
באינפנטיליות,1
ולרחשי,1
הסוען,1
הקמבודי,1
מתלבש,3
משתף,5
הכושל,4
החטיפות,1
גונרטן,2
דימיטרי,4
דה-פינס,2
והקצין,1
מגנוליה,4
וביצוע,2
מפעילו,2
חפי,1
כריסטיאנסון,2
האמורה,1
בסודן,1
רושה,3
מ-1997,1
ולסגור,4
כאייקון,1
צאנוקפורן,2
עליזה,2
רושל,5
רושם,6
רושן,2
סובבים,2
רושי,1
מ-1998,2
ונוצר,1
המוזיקה'ו'מריפופינס',1
וגלו,1
האופייניות,1
שהחשדות,1
תופעות,7
תרמילאי,2
אשלי,137
המבצבצות,1
כבלתי,2
בגדים,10
פסיכו-חברתית,1
והתהילה,3
ג'אנסן,1
אמידלה,1
ותלת,1
Nine,1
מקמהון,13
רכוש,4
נקיפות,1
בהארווי,1
עתונאים,1
שמתכננת,1
קונבנציונאליים,1
קווינסי,4
מיסטר,34
ותלד,1
לחיבה,2
שמתכננן,1
שעלילתו,4
מיקוני,2
פראמונט,1
החושפנית,1
נשבעים,1
לאנני,1
אתים,1
בניו-ג’רסי,1
מדברות,4
באוצר,1
וענק,1
לתמונה,11
רואנוק,3
האנן,2
מעמיתותיה,1
בכרכים,1
להבריז,1
להבריח,7
להבריא,1
מאומצת,2
צאצאיו,1
לספרה,2
לספרו,13
לספרד,1
צאצאים,1
ועולמית,1
סקיילרק,1
לאפופת,1
צאצאיי,1
והמדעית,1
לתמונת,1
קורגל,1
ומנע,1
שסיים,7
בנושא,10
כשנפתח,1
המדיני,1
בורלין,1
להביל,1
שעלולים,2
ניואל,1
קאנטר,2
צי-ינג,2
המדינה,53
אברמס,10
טנדי,9
הודעה,14
מהממלכה,3
נניטה,2
ניתנת,14
שהוענש,1
מתנסים,1
להביט,2
לאצבעותיו,1
מרוששת,1
קאטי,10
החבירה,1
האותנטיים,1
לדלת,4
מסתכמת,1
גולפריד,2
המאורגנת,1
מעשר,1
הקפוארה,1
משלחות,1
ומתחיל,35
אוייבו,1
תכניות,8
והמסתורי,3
אייברי,4
אוייבם,1
טנדר,2
ודעותיו,1
שזקוק,4
כנוסעת,1
היתומה,2
מנופצות,1
כתלמיד,1
בבאטמן,1
ההישרדות,10
בתוליו,5
בתוליה,4
שיכריע,1
מייסדים,1
גלניסטר,4
ומטוסו,1
בירץ',2
באימון,1
מתחבר,15
גדול',1
מתחבב,1
מתחבא,4
מפנות,1
קטרין,31
מציבה,3
מזריי,2
מתחבט,2
כ-J,1
בדרך-כלל,1
מוטל,3
בתולית,2
וההיפראקטיבי,1
חתך,1
ומגדל,1
ולוודא,1
פנולופה,2
חתן,4
חתם,2
ריצטר,2
מחאה,4
שיישויות,1
למזלו,10
מגלים,148
מאחותה,2
מאחותו,2
למזלן,1
יורגן,5
למזלם,1
ה-40',1
כ-1,1
לדוד,1
כ-3,1
לדוב,1
כ-4,1
המשתוללת,4
אירוסין,4
דז'ה,2
לדון,1
אהבו,1
והמאמן,2
בנגואטקסה,2
לפושע,6
לדוק,1
ופטפטן,1
כשני,2
לדור,2
דיאטה,1
תתבצע,1
הגלים,3
שניחנה,1
להתחייב,4
וזריזות,1
היצקוק,4
הפסקול,9
קפיולט,1
מאנדיי,3
למפקד,2
שמתרחשים,1
גלר,18
חשודות,1
שינסה,2
שינסו,1
גלס,2
בצוות,4
הנגדי,1
נרקמת,2
גלן,118
גלי,3
גלו,2
גלה,3
הקלפים,5
דאביס,10
לפבוורה,2
קוואזימדו,1
מסורתית,2
הקלוקלת,1
למאמציהן,1
להאיר,4
להביע,1
בניו-יורק,14
ג'יירמו,1
התכוונו,1
דיגס,13
ושלשת,1
הפראי,12
הברקות,1
סדינים,1
מנגום,2
פראית,2
שנכנס,15
מדמיין,3
מבטיחה,6
וינצנזו,1
לשעת,2
שתכניס,1
ובסכומי,1
ולעשות,16
העושה,4
הארורים,2
דאקון,2
מומואה,2
דיגה,2
דיגז,1
שתומכת,1
בבינתם,1
tree,1
310,2
מולינס,1
וסטפני,1
קאפרה,3
קרקס,8
האורחות,1
האונים,5
ספרטקוס,4
צעיר:,1
אהבת,38
קארסטנס,2
הברקה,4
מצליחה,83
כשאמה,1
ראקן,1
בפקיסטן,1
ראקל,6
ומדווח,1
הג'יגולו,2
יגיע,12
החטופה,6
והרסניים,1
גילגולו,1
שמודיעה,1
בג'יזל,1
בסמדר,1
שבהרים,1
ספארק,2
הארבוור,4
נחרבו,1
מצידה,4
האהובות,4
אופייניתשל,1
וזאק,1
להתגייס,8
המשקה,2
וזאת,31
בהמתי,1
הכלומניק,1
המשקל,4
איסטין,2
קוקני,1
ג'יליאן,4
חשיבות,7
משוכנע,9
במישהו,1
קונטרה,1
קייסי,58
פלובר,1
ספארו,8
ספארי,4
מהג`דים,1
ששאני,1
בביוגרפיה,1
ניו-יורק,34
קרטין,4
מעבודתם,1
היוותה,1
והשפיעה,1
מעבודתה,4
מעבודתו,12
פוסקו,2
צבאיים,5
מצפוי,1
מצפון,11
סלולרי,1
אבהית,2
דארשיל,2
מצפות,2
בגזע,3
מהזירה,1
הפוכה,2
כידוע,2
תזרים,1
פוסקת,2
בוהן,6
המלחים,1
בדודתה,1
וממושך,1
קרטיס,54
צרץ,12
צרצ,2
שיעורי,10
3:,3
סטימק,2
ממחוז,1
דיאק,2
למתח,1
דיאס,4
חיזיון,1
דיאר,4
דיאז,69
מוקומנטרית,1
משושלת,1
דיאן,100
דיאל,2
תפגע,1
בתושייה,1
צרה,3
מהקשר,2
ססגוניים,1
שיעורר,1
צרי,16
קאמי,4
אקסצנטריים,1
ביצ'ם,2
קאמל,4
לדלות,1
וולשינגהם,1
הג'ירפה,1
שנריו,1
שכוחות,1
הארועים,2
סרבדגיה,2
מעדן,1
ובוגדני,1
פיקטיבית,4
ומגייסים,2
סקרן,3
מדביקה,1
מתבודד,13
נדירה,20
דר',8
הזקנה,10
וניצב,2
